Date,HUF,RUB,RON,TRY,BGN,CZK,EEK,HRK,LVL,NOK,PLN,ISK,UAH,RON1MD,TRY1MD,BGN1MD,CZK1MD,HRK1MD,NOK1MD,PLN1MD,ISK1MD,UAH1MD,HUF1MD,RUB1MD,RON1MD,TRY3MD,BGN3MD,CZK3MD,HRK3MD,NOK3MD,PLN3MD,ISK3MD,UAH3MD,HUF3MD,RUB3MD,JPY,EUR,CHF,USD1MD,USD3MD,CHF1MD,CHF3MD,EUR1MD,EUR3MD,JPY1MD,JPY3MD
29/02/2008,173.73,24.018,2.4639,1.22,1.2883,16.515,10.3073,4.7873,0.459,5.211,2.3221,66.04,5.048,9.75,15.45,5.31,3.75,6,5.49,5.41,13.75,7,7.36,6,10.25,15.65,5.6,3.88,6,5.8,5.75,13.4,6,7.55,6.2,103.85,1.5179,1.041,2.95,2.84,2.52,2.64,4.11,4.29,0.75,0.91
31/01/2008,173.21,24.4449,2.5084,1.1677,1.316,17.492,10.5367,4.864,0.4688,5.4056,2.421,64.79,5.06,8.5,15.2,5.2,3.63,8,5.31,5.18,13.8,5,7.29,4.61,8,15.65,5.6,3.77,7.75,5.45,5.43,13.6,6.8,7.11,5.28,106.35,1.4865,1.0805,3.02,3.06,2.35,2.5,4.08,4.24,0.58,0.79
31/12/2007,172.83,24.5695,2.4719,1.1655,1.3403,18.168,10.7253,5.025,0.4772,5.4347,2.466,62.78,5.045,7.75,15.8,4.82,3.96,7,5.55,5.22,13.9,6,6.95,4.62,8,15.85,5.29,4.11,6.5,5.6,5.45,13.95,6.5,7.26,5.55,111.33,1.4589,1.1335,4.43,4.69,2.25,2.55,4.18,4.48,0.6,0.87
30/11/2007,172.64,24.442,2.3728,1.183,1.3367,17.913,10.6403,5.0021,0.4784,5.5435,2.4658,61.25,5.0615,7.15,16.15,5.1,3.83,7,5.65,5.25,13.9,5,7.13,6.63,7.25,16.1,5.5,3.84,6,5.7,5.39,14,7,7.18,6.39,111.18,1.4631,1.1322,5.15,4.94,2.65,2.67,4.68,4.73,0.9,0.86
31/10/2007,172.8,24.667,2.3023,1.1617,1.3507,18.595,10.8172,5.071,0.4848,5.3659,2.4995,59.68,5.052,7.35,16.5,4.83,3.31,6.5,5.12,4.75,13.3,2,7.25,6.54,7.5,16.4,5.3,3.49,6,5.37,5,13.4,3.75,7.15,7,115.29,1.448,1.1581,4.61,4.81,2.21,2.68,4.08,4.45,0.58,0.82
30/09/2007,175.56,24.8516,2.3385,1.2036,1.3708,19.266,10.9654,5.0946,0.4937,5.3865,2.6418,61.61,5.02,6.7,17.3,4.51,3.28,6.5,5.1,4.82,13.95,3.5,7.32,8.25,6.6,17.35,5,3.44,5.6,5.2,4.96,13.95,5.5,7.05,8.27,114.79,1.4271,1.1641,5.14,5.11,2.39,2.65,4.31,4.63,0.73,1
31/08/2007,186.53,25.651,2.3916,1.2986,1.4348,20.286,11.4797,5.3664,0.5119,5.8283,2.8014,63.64,5.029,6.09,17.7,4.6,3.2,4.3,4.8,4.74,14,3.5,7.55,6.22,6.3,17.8,4.7,3.38,5,5.09,4.84,14,5.25,7.57,6.72,115.76,1.3628,1.2086,5.5,5.58,2.66,2.82,4.4,4.66,0.75,0.9
31/07/2007,184.53,25.557,2.3048,1.2823,1.4302,20.515,11.4277,5.3451,0.5092,5.8295,2.7731,61.17,5.001,5.85,17.8,4.3,2.95,4.7,4.61,4.47,13.9,1.75,7.43,4.57,5.99,17.56,4.45,3.15,5,4.78,4.6,13.9,6.5,7.37,4.96,118.38,1.3672,1.2009,5.27,5.3,2.5,2.65,4.03,4.21,0.57,0.72
30/06/2007,182.04,25.7215,2.3088,1.312,1.4442,21.227,11.5592,5.3869,0.5138,5.886,2.7838,62.19,5,6.59,17.8,4.2,2.73,8,4.45,4.47,13.55,5.5,7.6,4.12,6.47,18,4.3,2.98,8,4.68,4.55,13.65,3,7.47,4.79,123.14,1.3541,1.2214,5.27,5.3,2.56,2.64,4.04,4.11,0.58,0.72
31/05/2007,185.77,25.8842,2.4249,1.315,1.4536,20.993,11.6288,5.4344,0.5171,6.0307,2.8296,61.56,5.031,6.83,17.85,3.97,2.75,4.4,4.26,4.25,13.55,3,7.68,3.44,6.83,18.1,4.05,2.8,4.5,4.51,4.37,13.6,3.75,7.59,4.58,121.71,1.3451,1.2249,5.21,5.27,2.3,2.39,3.96,4.05,0.58,0.64
30/04/2007,181.31,25.68,2.433,1.363,1.4316,20.644,11.4542,5.3921,0.5111,5.9492,2.775,64,5.009,7.4,17.85,3.83,2.45,3.7,4.11,4.26,13.85,3,7.65,4.58,7.26,18,3.95,2.61,3.5,4.33,4.3,13.9,5,7.6,5.32,119.44,1.3645,1.2073,5.21,5.26,2.12,2.27,3.79,3.95,0.6,0.64
31/03/2007,185.45,25.963,2.5039,1.39,1.4643,20.948,11.6992,5.5225,0.5311,6.0798,2.8945,65.81,5.032,6.62,17.6,3.8,2.46,4.55,4.08,4,13.45,2.1,7.8,5.42,6,17.7,3.86,2.5,4.6,4.21,4.12,13.65,5.5,7.71,5.89,117.78,1.3355,1.2155,5.2,5.23,2.16,2.22,3.82,3.87,0.61,0.62
28/02/2007,192.26,26.1173,2.5671,1.412,1.4775,21.317,11.8265,5.5489,0.5332,6.1304,2.9496,66.15,5.0465,7,17.6,3.67,2.44,3.25,3.88,4.01,15,5,7.85,4.46,6.21,17.95,3.75,2.49,3.35,4.11,4.06,15,7,8,5.62,118.44,1.3233,1.2186,5.26,5.27,2.05,2.16,3.68,3.79,0.61,0.64
31/01/2007,195.55,26.4915,2.6153,1.406,1.5037,21.561,12.0276,5.6504,0.534,6.2389,2.9943,68.28,5.052,5.81,17.7,3.61,2.47,2.9,3.71,4,14.9,3,7.76,4.11,5.24,17.95,3.72,2.49,3.2,3.89,4.05,14.85,5,8.01,5.52,120.65,1.3033,1.2436,5.27,5.26,1.98,2.11,3.56,3.73,0.31,0.38
31/12/2006,190.27,26.32,2.562,1.415,1.4815,20.82,11.8597,5.57,0.5279,6.2328,2.9008,71,5.048,7,18.25,3.57,2.43,3.5,3.52,3.95,15.6,5,7.81,3.02,7,18.9,3.7,2.45,3.7,3.76,3.96,14.9,6,7.89,4.71,119.01,1.3196,1.2184,5.26,5.26,1.96,2.03,3.55,3.66,0.37,0.48
30/11/2006,193.49,26.2485,2.5852,1.4535,1.477,21.021,11.8051,5.5514,0.5268,6.1577,2.8801,68.21,5.05,8.6,18.3,3.51,2.46,2.5,3.43,3.95,14.35,2.11,7.69,4.51,8.25,19.15,3.57,2.52,3.25,3.51,4.01,14.3,7.5,7.89,5.23,115.78,1.324,1.1988,5.24,5.27,1.79,1.9,3.54,3.6,0.36,0.45
31/10/2006,204.08,26.6985,2.7567,1.4565,1.5322,21.998,12.2525,5.7604,0.5452,6.5336,3.0284,67.63,5.035,8.75,18.75,3.28,2.45,3.25,3.34,3.96,14.1,4.75,7.8,3.6,8.75,19,3.46,2.6,3.5,3.38,4.05,14.15,7,7.94,4.96,116.94,1.2761,1.2438,5.23,5.27,1.61,1.78,3.33,3.52,0.3,0.37
30/09/2006,215.09,26.7782,2.7825,1.513,1.5432,22.298,12.3304,5.8271,0.549,6.5393,3.1335,70.11,5.042,8.75,19,3.14,2.47,3.4,3.17,3.95,13.2,6,7.5,1.28,8.75,19.25,3.29,2.53,3.45,3.3,4.04,13.35,7,7.93,3.39,118.17,1.2671,1.2504,5.26,5.31,1.63,1.74,3.24,3.39,0.32,0.37
31/08/2006,216.08,26.7664,2.757,1.4627,1.5269,22.027,12.2276,5.7114,0.5433,6.3205,3.0816,69.14,5.0225,8,18.1,3.04,2.21,3.25,3.01,3.95,12.75,6,6.95,1.7,8,18.1,3.2,2.25,3.5,3.12,4,13.1,7,7.38,3.34,117.34,1.2806,1.2309,5.28,5.33,1.46,1.61,3.06,3.23,0.27,0.33
