,Date,AL,AL1M,BA,BA1M,DE,DE1M,EU,EU1M,GR,GR1M,HR,HR1M,RS,RS1M,RU,RU1M,SI,SI1M,TR,TR1M,UA,UA1M,US,US1M
272,Aug 2012,110.7878261,10.6982765647,1.5772830152,7.204,NA,NA,1.5772830152,7.204,NA,NA,6.042111,16.23,95.3006,18.98,32.033,9.1,NA,NA,1.7917387097,16.23,7.993,20.5531,1,3.25
273,Sep 2012,108.104,9.9765766202,1.521244574,7.286,NA,NA,1.521244574,7.286,NA,NA,5.787501,16.35,90.7083,18.33,31.5272850062,8.9,NA,NA,1.7983066667,16.35,7.993,19.3162,1,3.25
274,Oct 2012,107.786,9.4393823845,1.5074996149,7.0566666667,NA,NA,1.5074996149,7.0566666667,NA,NA,5.783514,16.39,87.855,18.62,31.0920353003,9.1,NA,NA,1.7977129032,16.39,7.993,21.7682,1,3.25
275,Nov 2012,109.005,11.2158139639,1.5246570003,7.235,NA,NA,1.5246570003,7.235,NA,NA,5.876333,16.43,87.9326,18.54,31.4100796034,9.1,NA,NA,1.7897466667,16.43,7.993,23.1741,1,3.25
276,Dec 2012,106.5685,10.3438832302,1.4908314175,7.202,NA,NA,1.4908314175,7.202,NA,NA,5.747093,16.43,86.5866,18.2,30.7403526551,9.4,NA,NA,1.7839177419,16.43,7.993,18.438,1,3.25
277,Jan 2013,104.9628571,9.8002164955,1.4718794248,6.9704020163,NA,NA,1.4718794248,6.9704020163,NA,NA,5.701444,16.2,84.1702,17.38,30.257811125,8.8,NA,NA,1.7674112903,16.2,7.993,17.6821,1,3.25
278,Feb 2013,104.6085,11.1289286502,1.4640541957,6.9802320495,NA,NA,1.4640541957,6.9802320495,NA,NA,5.664825,16.09,83.3515,18.33,30.160837132,9.6,NA,NA,1.7722892857,16.09,7.993,17.0437,1,3.25
279,Mar 2013,107.8110526316,9.6707,1.5086624458,7.0868340646,NA,NA,1.5086624458,7.0868340646,NA,NA,5.846774,16.03,86.1783,19.47,30.7983714991,10,NA,NA,1.8087112903,16.03,7.993,17.4139,1,3.25
280,Apr 2013,107.8631818,8.84958296,1.501490691,7.0416337038,NA,NA,1.501490691,7.0416337038,NA,NA,5.845017,16.01,85.6813,19.21,31.3290071613,10.2,NA,NA,1.7980766667,16.01,7.993,16.3679,1,3.25
281,May 2013,108.5581818,11.5961388314,1.506575849,7.2694507759,NA,NA,1.506575849,7.2694507759,NA,NA,5.828459,15.77,85.6255,18.75,31.2406147157,9.9,NA,NA,1.8212290323,15.77,7.993,16.7625,1,3.25
282,Jun 2013,106.892,9.5639926636,1.4829251644,6.9212383358,NA,NA,1.4829251644,6.9212383358,NA,NA,5.687173,15.74,86.4037,17.49,32.2777639061,9.5,NA,NA,1.8956316667,15.74,7.993,15.9478,1,3.25
283,Jul 2013,107.2665217,11.357152441,1.4952828746,6.6588991182,NA,NA,1.4952828746,6.6588991182,NA,NA,5.733695,15.71,87.0417,18.49,32.7364128847,9.2,NA,NA,1.9327016129,15.71,7.993,16.5939,1,3.25
284,Aug 2013,105.1966667,10.012703054,1.469444027,7.0203355308,NA,NA,1.469444027,7.0203355308,NA,NA,5.647567,15.79,85.6022,18.78,33.0154278112,9.3,NA,NA,1.9585903226,15.79,7.993,15.717,1,3.25
285,Sep 2013,105.31,8.8780498508,1.4652607132,7.2106650025,NA,NA,1.4652607132,7.2106650025,NA,NA,5.690963,15.5,85.9052,18.92,32.6284295149,9.5,NA,NA,2.0196,15.5,7.993,15.8219,1,3.25
286,Oct 2013,103.2740909,9.943646298,1.434405722,7.0155293748,NA,NA,1.434405722,7.0155293748,NA,NA,5.585714,15.5,83.7381,18.76,32.0622479332,9.2,NA,NA,1.9880435484,15.5,7.993,15.7899,1,3.25
287,Nov 2013,103.9057895,9.0181351259,1.449465613,7.026094815,NA,NA,1.449465613,7.026094815,NA,NA,5.651523,15.56,84.4711,17.23,32.6448,9,NA,NA,2.02391,15.56,7.993,16.9575,1,3.25
288,Dec 2013,102.3752381,8.1000057613,1.427169151,7.2312625488,NA,NA,1.427169151,7.2312625488,NA,NA,5.575408,15.26,83.7374,17.07,32.894,9.4,NA,NA,2.0590241935,15.26,7.993,17.6923,1,3.25
289,Jan 2014,103.2442857143,9.356002019,1.437053637,6.963777242,NA,NA,1.437053637,6.963777242,NA,NA,5.597005,16.24,84.8058,18.29,33.457,9.2,NA,NA,2.21605,16.24,7.993,15.707,1,3.25
290,Feb 2014,102.748,8.767726827,1.431898382,6.7099769155,NA,NA,1.431898382,6.7099769155,NA,NA,5.609337,16.42,84.8934,17.65,35.2237,9.4,NA,NA,2.2159803571,16.42,8.654882,20.038,1,3.25
291,Mar 2014,101.5485,9.3404315118,1.4149099327,6.9258860854,NA,NA,1.4149099327,6.9258860854,NA,NA,5.538285,16.41,83.7803,16.55,36.211,10.3,NA,NA,2.2177354839,16.41,9.920029,19.9947,1,3.25
292,Apr 2014,101.3527272727,7.9956095139,1.4159342648,6.7351397239,NA,NA,1.4159342648,6.7351397239,NA,NA,5.522142,16.4,83.6824,16.55,35.6618,10.5,NA,NA,2.1300783333,16.4,11.634154,17.7425,1,3.25
293,May 2014,101.8923809524,8.6053113228,1.4242863385,6.9474688872,NA,NA,1.4242863385,6.9474688872,NA,NA,5.52416,16.38,84.2142,16.05,34.9269,10.6,NA,NA,2.0939596774,16.38,11.637603,18.5123,1,3.25
294,Jun 2014,103.0861904762,9.4042020216,1.4389567393,6.5835246582,NA,NA,1.4389567393,6.5835246582,NA,NA,5.57476,17.55,84.9595,12.19,34.4065,10.7,NA,NA,2.1173083333,17.55,11.808719,17.75,1,3.25
295,Jul 2014,103.255,8.3120275888,1.4445897038,6.9809600182,NA,NA,1.4445897038,6.9809600182,NA,NA,5.607284,17.49,85.7814,12.58,34.6352,10.7,NA,NA,2.1176032258,17.49,11.754282,16.6453,1,3.25
296,Aug 2014,104.5752380952,8.611537156,1.4687819165,6.946402075,NA,NA,1.4687819165,6.946402075,NA,NA,5.724264,17.83,88.0513,13.02,36.1099728864,10.6,NA,NA,2.1610403226,17.83,12.950088,17.5796,1,3.25
297,Sep 2014,108.4113636364,9.3782,1.5160297651,6.4059108526,NA,NA,1.5160297651,6.4059108526,NA,NA,5.889556,17.55,91.8623,13.83,37.8695154769,10.6,NA,NA,2.2075366667,17.55,13.023321,17.0186,1,3.25
298,Oct 2014,110.0065217391,7.8598,1.5433046635,6.1609386642,NA,NA,1.5433046635,6.1609386642,NA,NA,6.037462,16,94.0946,13.95,40.7589,10.8,NA,NA,2.2610419355,16,12.949826,16.7921,1,3.25
299,Nov 2014,111.9863157895,8.0837098207,1.5681767157,6.0185122841,NA,NA,1.5681767157,6.0185122841,NA,NA,6.141372,16.91,96.1138,13.49,45.8648973697,12,NA,NA,2.234215,16.91,14.697702,17.4574,1,3.25
300,Dec 2014,113.6442857143,8.1888519494,1.5861081826,6.3196062671,NA,NA,1.5861081826,6.3196062671,NA,NA,6.212358,16,98.6247,14.81,55.4131,18.3,NA,NA,2.2899596774,16,15.616307,17.379,1,3.25
301,Jan 2015,120.726,8.210373611,1.68301351,6.3876812147,NA,NA,1.68301351,6.3876812147,NA,NA,6.595428,15,105.7234,14.6,61.6987575067,19.9,NA,NA,2.3316032258,15,15.812726,17.8625,1,3.25
302,Feb 2015,123.455,8.1712,1.7231982379,6.4150323443,NA,NA,1.7231982379,6.4150323443,NA,NA,6.785967,15,106.9989,16.75,64.6323693746,18.1,NA,NA,2.4572035714,15,24.479893,19.278,1,3.25
303,Mar 2015,129.6631818182,9.3018,1.8046041705,6.2565062623,NA,NA,1.8046041705,6.2565062623,NA,NA,7.047619,16,111.1784,16.5,60.2342744254,17.9,NA,NA,2.5888887097,16,23.256215,23.458,1,3.25
304,Apr 2015,129.9685,10.1824681073,1.8144818629,6.0683455441,NA,NA,1.8144818629,6.0683455441,NA,NA,7.057815,14,111.1863,15.71,52.8694,17.2,NA,NA,2.65362,14,22.709473,23.9279,1,3.25
305,May 2015,126.1935,8.8608,1.7541076233,6.0014149338,NA,NA,1.7541076233,6.0014149338,NA,NA,6.762653,13.5,108.0282,15.11,50.5807,16,NA,NA,2.6428,13.5,20.915256,23.6683,1,3.25
306,Jun 2015,125.6077272727,9.2810532696,1.7442522073,5.6380956429,NA,NA,1.7442522073,5.6380956429,NA,NA,6.761819,13.5,107.4989,13.52,54.4998,15.5,NA,NA,2.6999516667,13.5,21.232832,22.6267,1,3.25
307,Jul 2015,126.9868181818,7.4921190859,1.7786740633,5.7930093264,NA,NA,1.7786740633,5.7930093264,NA,NA,6.879663,13.5,109.2394,13.18,57.0673,14.7,NA,NA,2.6916096774,13.5,21.757373,21.91,1,3.25
308,Aug 2015,125.3923809524,8.2765888096,1.755839842,5.34286076,NA,NA,1.755839842,5.34286076,NA,NA,6.784488,15.5,107.9514,12.82,65.1515,14.2,NA,NA,2.8479225806,15.5,21.6268673,22.0854,1,3.25
309,Sep 2015,124.1866666667,8.1127454218,1.7430086445,5.2782686333,NA,NA,1.7430086445,5.2782686333,NA,NA,6.745421,16,106.9217,11.74,66.7662,13.97,NA,NA,3.0059416667,16,21.7834192,22.0818,1,3.25
310,Oct 2015,124.2085714286,9.8123833178,1.7408366703,5.4728058261,NA,NA,1.7408366703,5.4728058261,NA,NA,6.780515,15,106.9223,11.24,63.0652,13.58,NA,NA,2.924735,15,21.8413074,21.9017,1,3.25
311,Nov 2015,128.504,8.3799541356,1.8217492548,5.0718372396,NA,NA,1.8217492548,5.0718372396,NA,NA,7.063317,16,112.2435,NA,65.026,13.75,NA,NA,2.8757133333,16,23.3126251,21.8219,1,3.25
312,Dec 2015,126.6376190476,8.63,1.7981336766,5.7407981577,NA,NA,1.7981336766,5.7407981577,NA,NA,7.03494,16,111.8447,NA,69.6603,13.8,NA,NA,2.9201129032,16,23.4083862,21.2531,1,3.37
